participant,list,rep,trial,phase,jitter,max_alpha,condition,flip,alpha,vbl_expected,vbl_realized,missed
217,1,1,2,noise,4,0,CFS,25,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,26,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,27,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,28,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,29,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,30,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,31,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,32,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,33,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,34,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,35,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,36,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,37,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,38,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,39,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,40,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,41,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,42,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,43,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,44,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,45,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,46,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,47,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,48,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,49,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,50,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,51,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,52,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,53,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,54,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,55,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,56,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,57,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,58,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,59,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,60,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,61,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,62,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,63,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,64,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,65,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,66,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,67,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,68,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,69,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,70,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,71,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,72,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,73,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,74,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,75,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,76,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,77,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,78,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,79,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,80,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,81,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,82,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,83,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,84,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,85,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,86,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,87,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,88,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,89,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,90,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,91,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,92,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,93,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,94,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,95,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,96,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,97,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,98,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,99,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,100,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,101,0,NaN,NaN,NaN
217,1,1,2,noise,4,0,CFS,102,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,1,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,2,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,3,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,4,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,5,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,6,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,7,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,8,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,9,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,10,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,11,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,12,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,13,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,14,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,15,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,16,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,17,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,18,0,NaN,NaN,NaN
