participant,answer,arrow_to,rep,trial,max_alpha,jitter,trial_start,trial_end,exitflag,response,rt,eyes_1,eyes_2,seed,rt_robo
200,\RIGHT,left,9,21,0.6,10,861650.876608655,861651.236853139,CAUGHT,RightArrow,0.26605228765402,1,0,1439097320,0.2
200,\RIGHT,right,1,22,0.6,5,861652.427589219,861652.787814385,CAUGHT,RightArrow,0.265656868461519,0,1,1439097320,0.2
200,\RIGHT,left,8,23,0.6,6,861653.97853658,861654.338802495,CAUGHT,RightArrow,0.265652038855478,1,0,1439097320,0.2
200,\LEFT,right,4,24,0.6,8,861655.519536279,861655.889754082,CAUGHT,LeftArrow,0.275642262073234,0,1,1439097320,0.2
200,\RIGHT,right,8,25,0.6,10,861657.080498313,861657.440715329,CAUGHT,RightArrow,0.26573595230002,0,1,1439097320,0.2
200,\LEFT,left,5,26,0.6,5,861658.631463181,861658.991700722,CAUGHT,LeftArrow,0.265757987042889,1,0,1439097320,0.2
200,\LEFT,left,4,27,0.6,4,861660.182448273,861660.542670722,CAUGHT,LeftArrow,0.26574651687406,1,0,1439097320,0.2
200,\RIGHT,left,7,28,0.6,1,861661.733418575,861662.093643137,CAUGHT,RightArrow,0.265645398176275,1,0,1439097320,0.2
200,\LEFT,right,8,29,0.6,10,861663.28439431,861663.64461374,CAUGHT,LeftArrow,0.266073115053587,0,1,1439097320,0.2
200,\LEFT,left,3,30,0.6,6,861664.835362197,861665.195596719,CAUGHT,LeftArrow,0.265677997726016,1,0,1439097320,0.2
200,\LEFT,right,9,31,0.6,4,861666.626479087,861666.986695197,CAUGHT,LeftArrow,0.26574651687406,0,1,1439097320,0.2
200,\RIGHT,right,5,32,0.6,1,861668.17745935,861668.537653123,CAUGHT,RightArrow,0.265731122810394,0,1,1439097320,0.2
200,\RIGHT,left,2,33,0.6,1,861669.728387996,861670.088643347,CAUGHT,RightArrow,0.265831335796975,1,0,1439097320,0.2
200,\LEFT,left,9,34,0.6,11,861671.279404179,861671.639626326,CAUGHT,LeftArrow,0.26576040184591,1,0,1439097320,0.2
200,\RIGHT,left,5,35,0.6,6,861672.820019022,861673.190567348,CAUGHT,RightArrow,0.276076619629748,1,0,1439097320,0.2
200,\RIGHT,left,4,36,0.6,10,861674.381349309,861674.741528896,CAUGHT,RightArrow,0.265851559583098,1,0,1439097320,0.2
200,\LEFT,left,1,37,0.6,1,861675.932309348,861676.292540853,CAUGHT,LeftArrow,0.265696410322562,1,0,1439097320,0.2
200,\RIGHT,right,3,38,0.6,1,861677.483298364,861677.843509645,CAUGHT,RightArrow,0.265692184562795,0,1,1439097320,0.2
200,\LEFT,left,8,39,0.6,2,861679.024291422,861679.39448538,CAUGHT,LeftArrow,0.275709573877975,1,0,1439097320,0.2
200,\LEFT,right,10,40,0.6,2,861680.585209688,861680.945424893,CAUGHT,LeftArrow,0.265846126363613,0,1,1439097320,0.2
